"DT_VENDA","CD_PRODUTO","DS_PRODUTO","UND_MED","QTD_SAIDA"
14/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",133
20/01/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",347
21/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",184
31/01/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",97
16/01/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",11
24/01/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",37
31/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",352
13/01/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",105
26/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",374
12/02/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",40
29/02/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",90
05/02/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",28
21/02/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",301
27/02/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",106
25/02/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",15
01/02/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",51
18/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",21
01/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",62
14/02/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",59
18/02/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",206
27/03/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",14637
28/03/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",262
26/03/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",161
27/03/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",415
12/03/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",395
06/03/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",445
21/03/24 00:00:00,"367","PAO FRANCES","KG",313
11/02/24 00:00:00,"367","PAO FRANCES","KG",205
21/02/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",143
10/02/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",143
20/02/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",25
15/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",45
20/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",16
12/02/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",316
29/02/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",298
20/02/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",50
14/02/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",295
14/02/24 00:00:00,"367","PAO FRANCES","KG",316
09/02/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",66
03/02/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",488
04/01/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",54
22/01/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",30
19/01/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",348
31/01/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",67
13/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",1079
03/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",369
10/01/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",40
31/01/24 00:00:00,"367","PAO FRANCES","KG",321
05/01/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",30
25/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",320
05/01/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",472
16/01/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",273
18/01/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",36
12/01/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",21
08/01/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",71
17/01/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",27
16/02/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",283
07/02/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",53
26/02/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",126
18/02/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",121
25/02/24 00:00:00,"367","PAO FRANCES","KG",210
27/01/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",256
21/11/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",6
18/11/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",438
19/11/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",73
20/11/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",234
19/11/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",23
12/11/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",246
08/11/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",383
27/11/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",14
08/11/23 00:00:00,"367","PAO FRANCES","KG",326
10/11/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",21
16/11/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",50
12/11/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",31
17/11/23 00:00:00,"367","PAO FRANCES","KG",366
19/11/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",169
25/11/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",14
20/10/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",55
01/10/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",280
28/10/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",604
23/10/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",213
05/10/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",335
03/10/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",330
16/10/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",127
27/10/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",523
02/10/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",37
25/10/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",44
20/10/23 00:00:00,"367","PAO FRANCES","KG",311
13/10/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",243
18/10/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",118
19/10/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",39
27/10/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",10
09/09/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",206
12/09/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",189
22/09/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",55
05/09/23 00:00:00,"367","PAO FRANCES","KG",279
09/09/23 00:00:00,"367","PAO FRANCES","KG",390
11/09/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",313
21/09/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",34
20/09/23 00:00:00,"367","PAO FRANCES","KG",275
14/09/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",81
22/09/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",74
10/09/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",153
06/09/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",106
16/09/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",467
26/09/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",66
18/09/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",275
11/09/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",152
07/09/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",470
01/09/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",375
08/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",276
23/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",56
27/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",24
11/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",80
12/08/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",135
20/08/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",103
04/08/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",133
07/08/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",59
04/08/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",469
06/08/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",314
24/08/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",119
16/08/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",40
27/07/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",51
09/07/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",76
17/07/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",16
27/07/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",167
23/07/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",58
02/07/23 00:00:00,"367","PAO FRANCES","KG",232
02/07/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",138
27/07/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",6
08/07/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",161
19/07/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",43
05/07/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",334
28/07/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",42
17/07/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",310
28/07/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",348
24/07/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",77
20/07/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",213
30/07/23 00:00:00,"367","PAO FRANCES","KG",223
27/07/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",39
27/07/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",243
17/07/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",200
16/07/23 00:00:00,"367","PAO FRANCES","KG",205
09/07/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",122
21/06/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",48
13/06/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",126
09/06/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",421
18/06/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",69
25/06/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",158
10/06/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",310
17/06/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",215
05/06/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",267
27/06/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",99
01/06/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",964
22/06/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",54
10/06/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",321
08/06/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",41
21/06/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",130
02/06/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",123
18/06/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",64
08/06/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",89
18/06/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",33
08/06/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",231
05/06/23 00:00:00,"367","PAO FRANCES","KG",292
19/06/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",2
28/06/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",152
01/06/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",52
11/06/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",15
17/05/23 00:00:00,"367","PAO FRANCES","KG",248
19/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",154
09/05/23 00:00:00,"367","PAO FRANCES","KG",249
03/05/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",222
27/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",35
05/05/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",257
01/05/23 00:00:00,"367","PAO FRANCES","KG",345
31/05/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",206
02/05/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",210
25/05/23 00:00:00,"367","PAO FRANCES","KG",262
21/05/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",117
23/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",14
22/05/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",43
15/05/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",41
12/05/23 00:00:00,"367","PAO FRANCES","KG",322
02/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",66
04/05/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",142
14/04/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",17
07/04/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",438
05/04/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",60
28/04/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",510
01/04/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",54
12/04/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",341
08/04/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",100
26/04/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",153
04/04/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",268
05/04/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",442
10/04/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",128
13/04/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",35
15/04/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",71
19/04/23 00:00:00,"367","PAO FRANCES","KG",276
23/04/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",56
18/04/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",35
27/04/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",62
06/04/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",447
06/04/23 00:00:00,"367","PAO FRANCES","KG",340
28/04/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",44
07/03/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",253
24/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",19
22/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",10
11/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",35
29/03/23 00:00:00,"367","PAO FRANCES","KG",244
08/03/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",139
27/03/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",150
18/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",18
28/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",10
18/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",36
26/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",147
20/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",213
04/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",145
23/03/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",8
09/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",16
28/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",43
18/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",44
05/03/23 00:00:00,"367","PAO FRANCES","KG",181
28/03/23 00:00:00,"367","PAO FRANCES","KG",240
14/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",16
22/03/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",38
25/03/23 00:00:00,"367","PAO FRANCES","KG",377
17/03/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",29
23/03/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",9
01/03/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",482
03/03/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",377
15/02/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",13
26/02/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",98
20/02/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",52
15/02/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",259
26/02/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",170
16/02/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",171
09/02/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",87
19/02/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",27
11/02/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",993
03/02/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",446
11/02/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",79
24/02/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",181
14/02/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",208
24/02/23 00:00:00,"367","PAO FRANCES","KG",316
14/02/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",61
14/02/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",28
02/02/23 00:00:00,"367","PAO FRANCES","KG",256
14/02/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",39
02/02/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",128
07/01/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",118
30/01/23 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",38
27/01/23 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",57
06/01/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",115
05/01/23 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",354
11/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",265
28/01/23 00:00:00,"367","PAO FRANCES","KG",369
11/01/23 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",171
12/01/23 00:00:00,"367","PAO FRANCES","KG",226
18/01/23 00:00:00,"367","PAO FRANCES","KG",226
18/01/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",127
02/01/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",446
02/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",250
10/01/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",47
18/01/23 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",52
20/01/23 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",79
25/01/23 00:00:00,"367","PAO FRANCES","KG",234
05/01/23 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",317
10/01/23 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",301
07/01/23 00:00:00,"179","ACEM BOVINO POSTA KG","KG",321
08/03/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",90
08/03/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",106
28/03/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",14718
26/03/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",232
05/03/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",48
30/04/24 00:00:00,"367","PAO FRANCES","KG",310
12/04/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",88
12/03/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",217
24/03/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",6
08/03/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",30
21/03/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",186
19/03/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",48
25/03/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",137
15/03/24 00:00:00,"367","PAO FRANCES","KG",311
15/03/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",49
25/03/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",85
16/03/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",238
29/03/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",370
24/03/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",25
18/03/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",51
14/03/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",217
04/03/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",129
23/03/24 00:00:00,"367","PAO FRANCES","KG",419
03/03/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",68
07/03/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",132
26/03/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",24
11/03/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",68
20/03/24 00:00:00,"367","PAO FRANCES","KG",277
22/03/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",190
01/12/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",72
29/12/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",157
14/12/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",395
14/12/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",74
06/12/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",199
18/12/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",14
16/12/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",96
20/12/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",33
28/12/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",270
19/12/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",226
19/12/24 00:00:00,"367","PAO FRANCES","KG",228
17/12/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",17
01/12/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",83
23/12/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",42
01/12/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",141
10/12/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",15
05/12/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",57
18/12/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",3
12/12/24 00:00:00,"367","PAO FRANCES","KG",262
14/03/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",16
15/03/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",21
27/04/24 00:00:00,"28627","OLEO SOJA COAMO PET 900ML","UN",81
04/04/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",77
29/04/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",89
09/04/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",103
29/03/24 00:00:00,"30812","OVO GAL LOCKS BJ C/30 PLAST","UN",363
23/03/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",167
12/03/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",246
05/03/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",25
14/03/24 00:00:00,"225","COXA/SOBREC C/DORSO PCTAO KG","KG",345
12/04/24 00:00:00,"28151","CAFE PO CABOCLO PCT 500G TRAD","UN",43
14/04/24 00:00:00,"27090","REFRIG COCA COLA PET 2L","UN",137
14/04/24 00:00:00,"16871","DETERG LIMPOL NEUTRO FR 500ML","UN",83
19/04/24 00:00:00,"53056","SABON PALMOLIVE 85G HIDR INTENSIVA","UN",43
05/04/24 00:00:00,"179","ACEM BOVINO POSTA KG","KG",275
22/04/24 00:00:00,"52565","CR DENTAL SORRISO 70G TRIP ACAO LIMP COMP","UN",35
